FED_RESPONSE_ID,SURVEY_TIME,SURVEY_NAME,AT_SITE_ID(1),AT_CREATIVE_ID(2),AT_PLACEMENT_ID(3),AT_DAYS_SINCE_IMPRESSION(4),AT_IMPRESSION_TIME(5),AGE(6),GENDER(7),ZIP(8),STATE(9),ETHNICITY(10),HISPANIC(11),STANDARD_HHI_US(12),STANDARD_EDUCATION(13),STANDARD_EMPLOYMENT(14),STANDARD_INDUSTRY_PERSONAL(15),MS_IS_MOBILE(16),"Now thinking specifically about your next vacation, which of the following type(s) of vacation(s)...-All-inclusive resort","Now thinking specifically about your next vacation, which of the following type(s) of vacation(s)...-Casino trip","Now thinking specifically about your next vacation, which of the following type(s) of vacation(s)...-Ocean Cruise","Now thinking specifically about your next vacation, which of the following type(s) of vacation(s)...-Theme park(e.g., Disney, Legoland)","Now thinking specifically about your next vacation, which of the following type(s) of vacation(s)...-Beach vacation","Now thinking specifically about your next vacation, which of the following type(s) of vacation(s)...-Activity-based vacation(e.g., fishing, golfing, skiing, hiking, etc.)","Now thinking specifically about your next vacation, which of the following type(s) of vacation(s)...-U.S. ""Destination exploration"" (e.g., Grand Canyon, Washington DC, etc.)","Now thinking specifically about your next vacation, which of the following type(s) of vacation(s)...-International “Destination exploration” (e.g., London, Italy, etc.)","Now thinking specifically about your next vacation, which of the following type(s) of vacation(s)...-Trip set up specifically so I could do volunteer work","Now thinking specifically about your next vacation, which of the following type(s) of vacation(s)...-Click to writeSpecial Event (e.g., Mardi Gras, Olympics, Music festivals, etc.) Statement 10","Thinking about cruise line companies, which cruise line come to your mind? (If you can't think of...-First cruise line that comes to mind","Thinking about cruise line companies, which cruise line come to your mind? (If you can't think of...-Second cruise line","Thinking about cruise line companies, which cruise line come to your mind? (If you can't think of...-Third cruise line",Take a moment to consider the cruise lines companies listed below.  We understand that you may or...-Holland America Line,"Please indicate whether or not you have seen, heard, or read any advertising in the past month fo...-Holland America Line",How would you describe your experience with cruising?,consider,"Now thinking about your cruise line preferences, if you were going to take a cruise, which of the...-First Choice","Now thinking about your cruise line preferences, if you were going to take a cruise, which of the...-Second Choice",fav,old,att1,att2,att3,att4,att5,att6,att7,att8,att9,att10,att11,att12,atttotal,reco,reco.bk
1CB50095-31C0-E511-8111-125BDAFF1DF1,1/21/2016 5:24,FEDAT52 - Holland American Line - Exposed,1.12E+13,1.10E+13,1.10E+13,0,2016-01-21T11.17.29.059000,58,2,7652,31,1,1,26,8,2,1,FALSE,10 - Definitely will consider,8,10 - Definitely will consider,6,10 - Definitely will consider,2,8,10 - Definitely will consider,4,1,norwegian,celebrity,disney,Absolutely no opinion,I don't think so,I went on a cruise before and I will consider for future vacations,5,Royal Caribbean,Celebrity,7,6,1,1,0,1,1,1,0,1,0,1,5,7,19,0,6
D0F9BD1F-32C0-E511-8111-125BDAFF1DF1,1/21/2016 5:28,FEDAT52 - Holland American Line - Exposed,1.12E+13,1.10E+13,1.10E+13,8,2016-01-12T15.05.49.035000,58,2,49445,23,1,1,21,9,1,20,FALSE,9,5,9,6,9,8,9,9,5,6,Norwegian,Carnival,Disney,Very favorable,"Yes, I have seen or heard of it",I went on a cruise before and I will consider for future vacations,8,Norwegian ,Royal Caribbean,7,8,0,0,1,0,0,0,0,1,1,0,8,7,18,1,8
300032C6-35C0-E511-8111-125BDAFF1DF1,1/21/2016 5:54,FEDAT52 - Holland American Line - Exposed,1.12E+13,1.10E+13,1.10E+13,2,2016-01-19T00.25.48.658000,59,2,19031,39,1,1,24,7,1,29,FALSE,5,0 - Definitely will not consider,10 - Definitely will consider,10 - Definitely will consider,0 - Definitely will not consider,0 - Definitely will not consider,7,0 - Definitely will not consider,0 - Definitely will not consider,7,Disney,Royal Carribean,Princess,Somewhat unfavorable,I don't think so,I went on a cruise before and I will consider for future vacations,3,Princess,Royal Caribbean,6,0,0,0,0,0,1,1,0,0,0,0,3,6,11,0,0
218075E2-58C0-E511-8111-125BDAFF1DF1,1/21/2016 10:06,FEDAT52 - Holland American Line - Exposed,1.12E+13,1.10E+13,1.10E+13,0,2016-01-21T14.06.31.734000,66,1,19462,39,1,1,22,8,1,34,FALSE,10 - Definitely will consider,10 - Definitely will consider,10 - Definitely will consider,5,10 - Definitely will consider,9,10 - Definitely will consider,9,8,10 - Definitely will consider,princess,carnival,celebrity,Somewhat favorable,"Yes, I have seen or heard of it",I went on a cruise before and I will consider for future vacations,9,Princess,Celebrity,9,9,0,0,0,0,0,0,0,0,0,0,9,9,18,1,9
1EC120B4-59C0-E511-8111-125BDAFF1DF1,1/21/2016 10:12,FEDAT52 - Holland American Line - Exposed,1.12E+13,1.10E+13,1.10E+13,8,2016-01-13T15.02.28.395000,58,1,89135,29,1,1,21,11,1,30,FALSE,10 - Definitely will consider,4,10 - Definitely will consider,8,8,2,7,6,3,5,Holland,Norwegian,Princess,Very favorable,"Yes, I have seen or heard of it",I went on a cruise before and I will consider for future vacations,10,1,Norwegian ,10,10,1,1,1,1,1,1,1,1,1,1,10,10,30,1,10
14CA9138-82C0-E511-8111-125BDAFF1DF1,1/21/2016 15:02,FEDAT52 - Holland American Line - Exposed,1.12E+13,1.10E+13,1.10E+13,4,2016-01-17T17.58.52.556000,55,2,64030,26,1,15,27,5,2,50,FALSE,7,3,0 - Definitely will not consider,6,10 - Definitely will consider,2,10 - Definitely will consider,1,7,10 - Definitely will consider,carnoval,0,0,Absolutely no opinion,I have never even seen or heard of this cruise line,I have not been on a cruise before and I will not consider for future vacations,5,Carnival,Royal Caribbean,5,5,0,1,0,1,0,1,0,0,0,1,5,5,14,0,5
278B3F3A-83C0-E511-8111-125BDAFF1DF1,1/21/2016 15:09,FEDAT52 - Holland American Line - Exposed,1.12E+13,1.10E+13,1.10E+13,0,2016-01-21T20.48.56.062000,61,2,19701,8,1,1,22,8,1,20,FALSE,8,6,4,6,8,4,7,3,1,10 - Definitely will consider,norweigean,carnival,holland america,Absolutely no opinion,I don't think so,I have not been on a cruise before and I will consider for future vacations,5,Norwegian ,Royal Caribbean,5,0,1,0,0,0,0,0,0,0,0,0,5,5,11,0,0
1517C190-85C0-E511-8111-125BDAFF1DF1,1/21/2016 15:26,FEDAT52 - Holland American Line - Exposed,1.12E+13,1.10E+13,1.10E+13,8,2016-01-13T05.02.16.256000,56,2,43220,36,1,1,22,10,4,17,TRUE,0 - Definitely will not consider,0 - Definitely will not consider,0 - Definitely will not consider,0 - Definitely will not consider,0 - Definitely will not consider,10 - Definitely will consider,5,0 - Definitely will not consider,0 - Definitely will not consider,0 - Definitely will not consider,Celebrity,Premiere,Carnival,Somewhat favorable,I don't think so,I went on a cruise before and I will consider for future vacations,6,Norwegian ,Royal Caribbean,7,3,0,0,0,0,0,0,0,0,0,0,6,7,13,0,3
334F7008-86C0-E511-8111-125BDAFF1DF1,1/21/2016 15:29,FEDAT52 - Holland American Line - Exposed,1.12E+13,1.10E+13,1.10E+13,0,2016-01-21T21.02.13.506000,52,1,80514,6,1,1,24,10,1,48,FALSE,5,10 - Definitely will consider,1,0 - Definitely will not consider,10 - Definitely will consider,5,10 - Definitely will consider,7,0 - Definitely will not consider,7,carnival,norwegin,princess,Somewhat favorable,I don't think so,I went on a cruise before and I will consider for future vacations,7,Norwegian ,1,9,5,1,1,1,1,1,1,1,1,1,1,7,9,26,0,5
7019438D-ADC0-E511-8111-125BDAFF1DF1,1/21/2016 20:12,FEDAT52 - Holland American Line - Exposed,1.12E+13,1.10E+13,1.10E+13,9,2016-01-12T16.38.07.082000,51,2,10538,33,1,1,26,8,2,50,FALSE,8,0 - Definitely will not consider,3,4,9,6,7,9,7,5,Royal Caribbean,Carnival,Disney,Absolutely no opinion,I have never even seen or heard of this cruise line,I went on a cruise before and I will not consider for future vacations,6,Norwegian ,1,6,6,1,1,1,1,1,1,1,1,1,1,6,6,22,0,6
41640505-AEC0-E511-8111-125BDAFF1DF1,1/21/2016 20:15,FEDAT52 - Holland American Line - Exposed,1.12E+13,1.10E+13,1.10E+13,3,2016-01-18T02.59.14.764000,64,2,56156,24,1,1,21,8,2,20,FALSE,10 - Definitely will consider,9,8,9,7,10 - Definitely will consider,10 - Definitely will consider,5,5,9,Princess,Norwegian,0,Very favorable,I don't think so,0,8,Royal Caribbean,Norwegian ,9,5,1,1,1,1,1,1,0,1,0,0,8,9,24,0,5
4E67BBE2-AEC0-E511-8111-125BDAFF1DF1,1/21/2016 20:21,FEDAT52 - Holland American Line - Exposed,1.12E+13,1.10E+13,1.10E+13,5,2016-01-16T15.47.52.540000,57,1,75462,44,1,1,21,10,1,27,FALSE,9,0 - Definitely will not consider,10 - Definitely will consider,10 - Definitely will consider,9,9,10 - Definitely will consider,10 - Definitely will consider,10 - Definitely will consider,9,Holland America,royal Carribean,celebrity,Very favorable,"Yes, I have seen or heard of it",I went on a cruise before and I will consider for future vacations,10,Royal Caribbean,1,10,10,1,1,1,1,1,1,1,1,1,1,10,10,30,1,10
F8A38D18-AFC0-E511-8111-125BDAFF1DF1,1/21/2016 20:23,FEDAT52 - Holland American Line - Exposed,1.12E+13,1.10E+13,1.10E+13,0,2016-01-22T01.05.48.372000,60,1,7010,31,8,1,21,8,3,17,FALSE,7,6,7,7,6,7,7,7,4,6,princess,0,0,Somewhat favorable,I think so,I have not been on a cruise before and I will consider for future vacations,6,Royal Caribbean,Princess,6,6,0,0,0,1,0,0,0,0,0,0,6,6,13,0,6
7DC0822C-E0C0-E511-8111-125BDAFF1DF1,1/22/2016 2:14,FEDAT52 - Holland American Line - Exposed,1.12E+13,1.10E+13,1.10E+13,0,2016-01-22T01.39.57.949000,65,2,60657,14,1,1,27,10,4,50,FALSE,5,2,2,5,2,0 - Definitely will not consider,3,1,2,1,Princess,Disney,Carnival,Somewhat favorable,I don't think so,I went on a cruise before and I will not consider for future vacations,5,Princess,Royal Caribbean,5,6,1,0,0,0,0,1,1,1,1,0,5,5,15,0,6
AE72AD4D-E1C0-E511-8111-125BDAFF1DF1,1/22/2016 2:22,FEDAT52 - Holland American Line - Exposed,1.12E+13,1.10E+13,1.10E+13,2,2016-01-19T18.40.01.749000,53,2,92831,5,16,5,27,8,7,34,FALSE,10 - Definitely will consider,10 - Definitely will consider,9,10 - Definitely will consider,10 - Definitely will consider,9,9,9,9,8,carnival,princess,0,Very favorable,I think so,I went on a cruise before and I will consider for future vacations,9,Princess,Royal Caribbean,9,10,1,0,0,1,1,1,0,0,1,0,9,9,23,1,10
B3875B5C-E2C0-E511-8111-125BDAFF1DF1,1/22/2016 2:30,FEDAT52 - Holland American Line - Exposed,1.12E+13,1.10E+13,1.10E+13,1,2016-01-21T06.55.55.934000,45,2,91750,5,1,1,21,10,4,50,FALSE,10 - Definitely will consider,10 - Definitely will consider,10 - Definitely will consider,9,10 - Definitely will consider,9,10 - Definitely will consider,10 - Definitely will consider,6,10 - Definitely will consider,Royal Carribean,Princess,Holland America,Somewhat favorable,"Yes, I have seen or heard of it",I went on a cruise before and I will consider for future vacations,10,1,Royal Caribbean,8,8,0,1,0,0,1,0,0,0,0,0,10,8,20,1,8
05194E4D-E9C0-E511-8111-125BDAFF1DF1,1/22/2016 3:19,FEDAT52 - Holland American Line - Exposed,1.12E+13,1.10E+13,1.10E+13,3,2016-01-19T03.55.53.826000,62,2,96816,12,7,1,22,8,2,43,FALSE,8,4,6,10 - Definitely will consider,4,5,10 - Definitely will consider,10 - Definitely will consider,4,10 - Definitely will consider,Holland America,Princess,Celebrity,Very favorable,"Yes, I have seen or heard of it",I went on a cruise before and I will consider for future vacations,9,1,Celebrity,10,9,0,1,1,1,1,1,0,0,0,1,9,10,25,1,9
A2D3FA8A-F6C0-E511-8111-125BDAFF1DF1,1/22/2016 4:54,FEDAT52 - Holland American Line - Exposed,1.12E+13,1.10E+13,1.10E+13,0,2016-01-22T02.52.13.191000,47,2,29732,41,1,1,27,6,1,1,FALSE,10 - Definitely will consider,10 - Definitely will consider,9,10 - Definitely will consider,10 - Definitely will consider,1,9,1,9,3,princess,0,0,I have never even heard of this cruise line,I don't think so,I have not been on a cruise before and I will consider for future vacations,1,Princess,Carnival,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1
738F01CD-00C1-E511-8111-125BDAFF1DF1,1/22/2016 6:08,FEDAT52 - Holland American Line - Exposed,1.12E+13,1.10E+13,1.10E+13,0,2016-01-22T10.43.28.806000,56,2,73505,37,1,1,27,6,2,1,FALSE,3,4,6,3,2,8,9,6,0 - Definitely will not consider,10 - Definitely will consider,carnival,epic,0,Absolutely no opinion,I don't think so,I have not been on a cruise before and I will consider for future vacations,9,Norwegian ,1,6,6,1,1,1,1,1,0,0,1,0,0,9,6,21,0,6
C473DD36-03C1-E511-8111-125BDAFF1DF1,1/22/2016 6:25,FEDAT52 - Holland American Line - Exposed,1.12E+13,1.10E+13,1.10E+13,7,2016-01-14T20.09.47.463000,45,2,78737,44,1,1,21,8,2,20,FALSE,10 - Definitely will consider,8,10 - Definitely will consider,10 - Definitely will consider,8,6,10 - Definitely will consider,10 - Definitely will consider,6,8,Carnival,Royal C,Disney,Somewhat favorable,"Yes, I have seen or heard of it",I went on a cruise before and I will consider for future vacations,8,Norwegian ,Royal Caribbean,7,7,0,1,0,0,0,0,0,0,1,1,8,7,18,0,7
5E97D0A2-03C1-E511-8111-125BDAFF1DF1,1/22/2016 6:28,FEDAT52 - Holland American Line - Exposed,1.12E+13,1.10E+13,1.10E+13,8,2016-01-13T13.51.28.608000,51,2,19403,39,1,1,21,4,2,27,FALSE,3,0 - Definitely will not consider,10 - Definitely will consider,10 - Definitely will consider,10 - Definitely will consider,0 - Definitely will not consider,2,2,0 - Definitely will not consider,1,royal carribean,celebrity,norweign,I have never even heard of this cruise line,I have never even seen or heard of this cruise line,I have not been on a cruise before and I will consider for future vacations,3,Royal Caribbean,Norwegian ,5,3,1,0,0,1,0,0,0,0,0,0,3,5,10,0,3
3F060D84-06C1-E511-8111-125BDAFF1DF1,1/22/2016 6:49,FEDAT52 - Holland American Line - Exposed,1.12E+13,1.10E+13,1.10E+13,3,2016-01-19T12.29.39.594000,45,2,56201,24,1,1,23,11,1,27,FALSE,8,0 - Definitely will not consider,1,7,7,4,9,2,4,2,Disney,Carnival,Princess,Absolutely no opinion,I have never even seen or heard of this cruise line,I have not been on a cruise before and I will not consider for future vacations,4,Norwegian ,Royal Caribbean,5,0,0,0,0,0,1,0,0,0,0,0,4,5,10,0,0
5220B43E-2BC1-E511-8111-125BDAFF1DF1,1/22/2016 11:12,FEDAT52 - Holland American Line - Exposed,1.12E+13,1.10E+13,1.10E+13,0,2016-01-22T17.07.34.683000,54,2,32225,10,1,1,22,10,1,36,FALSE,6,5,8,7,5,5,8,8,4,7,Oceania,celebrity,carnival,Somewhat favorable,I don't think so,I went on a cruise before and I will consider for future vacations,6,Oceania,Celebrity,7,5,0,0,0,0,0,0,0,0,1,0,6,7,14,0,5
44B7EB03-2CC1-E511-8111-125BDAFF1DF1,1/22/2016 11:17,FEDAT52 - Holland American Line - Exposed,1.12E+13,1.10E+13,1.10E+13,3,2016-01-19T11.34.35.690000,45,2,2148,22,1,1,22,8,1,30,FALSE,9,3,2,10 - Definitely will consider,9,9,5,1,2,8,Disney,Princess,Royal Carribean,Somewhat favorable,I don't think so,I have not been on a cruise before and I will not consider for future vacations,6,Royal Caribbean,Norwegian ,8,7,0,0,0,0,0,0,0,0,0,0,6,8,14,0,7
CEB7EB03-2CC1-E511-8111-125BDAFF1DF1,1/22/2016 11:17,FEDAT52 - Holland American Line - Exposed,1.12E+13,1.10E+13,1.10E+13,0,2016-01-22T15.08.03.077000,45,2,44720,36,1,1,21,8,1,20,FALSE,10 - Definitely will consider,10 - Definitely will consider,10 - Definitely will consider,10 - Definitely will consider,10 - Definitely will consider,10 - Definitely will consider,10 - Definitely will consider,10 - Definitely will consider,10 - Definitely will consider,8,norgeian,carvival,disney,Somewhat favorable,I think so,I went on a cruise before and I will consider for future vacations,9,Royal Caribbean,Carnival,7,7,0,1,1,1,0,1,0,0,0,0,9,7,20,0,7
11D3C136-2EC1-E511-8111-125BDAFF1DF1,1/22/2016 11:33,FEDAT52 - Holland American Line - Exposed,1.12E+13,1.10E+13,1.10E+13,7,2016-01-14T18.22.45.844000,56,2,80470,6,1,1,27,7,4,36,FALSE,6,5,9,8,8,2,8,0 - Definitely will not consider,0 - Definitely will not consider,4,royal carribian,Holland cruiseline,0,Somewhat favorable,I don't think so,I went on a cruise before and I will consider for future vacations,5,Royal Caribbean,Princess,5,4,0,0,0,0,0,0,0,0,0,0,5,5,10,0,4
47272914-2FC1-E511-8111-125BDAFF1DF1,1/22/2016 11:39,FEDAT52 - Holland American Line - Exposed,1.12E+13,1.10E+13,1.10E+13,7,2016-01-15T01.56.57.115000,59,2,97062,38,1,1,21,8,1,26,FALSE,3,2,3,3,8,3,7,7,1,3,Celebrity,Norwegian,Disney,Absolutely no opinion,I don't think so,I went on a cruise before and I will consider for future vacations,7,Celebrity,Royal Caribbean,5,5,0,0,0,0,0,0,0,0,0,0,7,5,12,0,5
65499737-54C1-E511-8111-125BDAFF1DF1,1/22/2016 16:05,FEDAT52 - Holland American Line - Exposed,1.12E+13,1.10E+13,1.10E+13,0,2016-01-22T05.04.01.411000,57,1,33019,10,16,13,22,7,3,41,FALSE,1,4,10 - Definitely will consider,1,3,1,6,9,1,1,Celebrity,RCCL,Azamara,Somewhat unfavorable,"Yes, I have seen or heard of it",I went on a cruise before and I will consider for future vacations,3,Celebrity,Oceania,4,3,1,0,0,0,0,1,0,1,0,0,3,4,10,0,3
2DE3B3B0-55C1-E511-8111-125BDAFF1DF1,1/22/2016 16:15,FEDAT52 - Holland American Line - Exposed,1.12E+13,1.10E+13,1.10E+13,0,2016-01-22T01.28.18.123000,65,1,96826,12,7,1,21,8,2,27,FALSE,0 - Definitely will not consider,0 - Definitely will not consider,0 - Definitely will not consider,8,0 - Definitely will not consider,0 - Definitely will not consider,0 - Definitely will not consider,0 - Definitely will not consider,0 - Definitely will not consider,0 - Definitely will not consider,none,0,0,I have never even heard of this cruise line,I have never even seen or heard of this cruise line,I have not been on a cruise before and I will not consider for future vacations,0,Carnival,Royal Caribbean,5,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0
EEAA7904-56C1-E511-8111-125BDAFF1DF1,1/22/2016 16:18,FEDAT52 - Holland American Line - Exposed,1.12E+13,1.10E+13,1.10E+13,8,2016-01-14T04.24.09.473000,47,2,15021,39,1,1,21,10,2,27,FALSE,3,0 - Definitely will not consider,10 - Definitely will consider,10 - Definitely will consider,9,5,10 - Definitely will consider,6,1,5,Disney,Carnival,Princess,I have never even heard of this cruise line,I have never even seen or heard of this cruise line,I have not been on a cruise before and I will consider for future vacations,1,Royal Caribbean,Norwegian ,5,0,0,0,0,0,0,0,0,1,0,0,1,5,7,0,0
55D7DAF9-56C1-E511-8111-125BDAFF1DF1,1/22/2016 16:25,FEDAT52 - Holland American Line - Exposed,1.12E+13,1.10E+13,1.10E+13,0,2016-01-22T00.45.36.452000,67,1,94552,5,1,1,26,11,9,20,FALSE,10 - Definitely will consider,10 - Definitely will consider,0,0,0,0,0,0,0,0,princess,Holland America,Costa,Somewhat favorable,I think so,I went on a cruise before and I will consider for future vacations,10,Oceania,Princess,10,9,1,1,1,1,1,1,1,1,0,0,10,10,28,1,9
8B840FCC-80C1-E511-8111-125BDAFF1DF1,1/22/2016 21:24,FEDAT52 - Holland American Line - Exposed,1.12E+13,1.10E+13,1.10E+13,0,2016-01-22T23.26.37.152000,57,2,84092,45,1,1,22,6,2,20,FALSE,10 - Definitely will consider,5,10 - Definitely will consider,8,9,6,6,9,1,3,disney,carnival,norweign,Somewhat favorable,I have never even seen or heard of this cruise line,I went on a cruise before and I will consider for future vacations,8,Royal Caribbean,Norwegian ,7,7,1,1,1,1,1,1,0,0,0,1,8,7,22,0,7
